search URL:,https://patents.google.com/?q=fitness&q=wearables&country=US&after=priority:20110101&language=ENGLISH&type=PATENT
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US20170140174A1,Systems and Methods for Obtaining Authorization to Release Personal Information Associated with a User ,Trunomi Ltd,"Stuart H. Lacey, Naresh Singhal, Graham R. Burton, Kartik Venkatesh, Bradley E. Leatherwood",2014-10-02,2017-01-31,2017-05-18,,https://patents.google.com/patent/US20170140174A1/en
US20150170531A1,Method for communicating wellness-related communications to a user ,"Lark Technologies, Inc.","Julia Hu, Jeff Zira",2012-10-08,2014-12-16,2015-06-18,,https://patents.google.com/patent/US20150170531A1/en
US20170055907A1,Wearable biometric device and method of performing biometric measurements ,Dialog Semiconductor (Uk) Limited,"Thomas Altebaeumer, Horst Knoedgen",2015-08-26,2016-08-26,2017-03-02,,https://patents.google.com/patent/US20170055907A1/en
US20130179116A1,Spatial and temporal vector analysis in wearable devices using sensor data ,Aliphcom,"Hosain Sadequr Rahman, Michael Edward Smith Luna, Travis Austin Bogard, Everett Utter II Max, Richard Lee Drysdale, Scott Fullam, Jeremiah Robison, Thomas Alan Donaldson",2011-06-10,2012-06-08,2013-07-11,,https://patents.google.com/patent/US20130179116A1/en
US9579060B1,"Head-mounted physiological signal monitoring system, devices and methods ",Orbitol Research Inc.,"Frederick J. Lisy, Anthony Opperman, David D. Dashevsky",2014-02-18,2014-12-16,2017-02-28,2017-02-28,https://patents.google.com/patent/US9579060B1/en
US20160198995A1,Wearable joint-action sensors ,"King-Wah Walter Yeung, Wei-Wei Vivian Yeung","King-Wah Walter Yeung, Wei-Wei Vivian Yeung",2015-01-12,2015-12-08,2016-07-14,,https://patents.google.com/patent/US20160198995A1/en
US20160171180A1,Incentivized wellness behavior modification ,Verizon Patent And Licensing Inc.,"Sai Sarath Chandra YAGNYAMURTHY, Nitesh JAIN, Jean Francois DUBOIS",2014-12-11,2014-12-11,2016-06-16,,https://patents.google.com/patent/US20160171180A1/en
US20150289790A1,Wearable metabolic physical activity monitor and method ,"Mission Biomedical Scientific, Inc.",Francis Joseph SWENSON,2014-04-10,2015-04-02,2015-10-15,,https://patents.google.com/patent/US20150289790A1/en
US20160099757A1,Systems and methods for wireless power transmission ,Energous Corporation,"Michael A. Leabman, Gregory Scott Brewer",2013-05-10,2014-12-29,2016-04-07,,https://patents.google.com/patent/US20160099757A1/en
US20170140141A1,System for identity verification ,Personnus,"Samuel Yan, S. Keith Muma, Richard Huang, Dan Alan Preston, Trinitie Marie Vance",2015-11-16,2016-11-16,2017-05-18,,https://patents.google.com/patent/US20170140141A1/en
US20140174174A1,"System, apparatus, and method for promoting usage of core muscles and other applications ","Alert Core, Inc.","Gregory Takeo Uehara, Brian Taylor Brunn",2012-12-19,2013-12-18,2014-06-26,,https://patents.google.com/patent/US20140174174A1/en
US9721066B1,Smart fitness tracker ,Centene Corporation,"Jennifer Ann Funaro, John Phillip Adams",2016-04-29,2016-04-29,2017-08-01,2017-08-01,https://patents.google.com/patent/US9721066B1/en
US20160165409A1,Method and device for wearable display ,Koninklijke Philips N.V.,"Murtaza Bulut, Jan Martijn Krans, John Cronin",2014-12-03,2015-12-02,2016-06-09,,https://patents.google.com/patent/US20160165409A1/en
US9226663B2,Systems and methods for optical isolation in measuring physiological parameters ,"Physical Enterprises, Inc.",Ming Shun Fei,2014-04-07,2014-11-03,2016-01-05,2016-01-05,https://patents.google.com/patent/US9226663B2/en
US20170018199A1,Wearable diet and exercise tracking device with one-submission tracking ,"Genesant Technologies, Inc.","James J. Mrowka, Athanasios G. Christ",2015-07-17,2016-07-15,2017-01-19,,https://patents.google.com/patent/US20170018199A1/en
US20170216667A1,Esports fitness and training system ,"Gaming Grids Wearables, Llc","Dana Garvey, Gary Weingardt, Gamin Weingardt",2016-02-02,2017-01-19,2017-08-03,,https://patents.google.com/patent/US20170216667A1/en
US20160140870A1,Hand-Held Spectroscopic Sensor with Light-Projected Fiducial Marker for Analyzing Food Composition and Quantity ,Medibotics Llc,Robert A. Connor,2013-05-23,2016-01-22,2016-05-19,,https://patents.google.com/patent/US20160140870A1/en
US20160191121A1,Systems and methods for wireless power transmission ,Energous Corporation,"Douglas Bell, Michael A. Leabman",2014-12-27,2014-12-29,2016-06-30,,https://patents.google.com/patent/US20160191121A1/en
US20170039480A1,Workout Pattern Detection ,"Microsoft Technology Licensing, Llc","Hadas Bitran, Elinor Axelrod, Gal Lavee",2015-08-06,2016-01-27,2017-02-09,,https://patents.google.com/patent/US20170039480A1/en
US20150088007A1,Computer-Implemented System And Method For Providing A Personal Mobile Device-Triggered Medical Intervention ,"Bardy Diagnostics, Inc.","Gust H. Bardy, Jason Felix, Jon Mikalson Bishay",2013-09-25,2014-03-17,2015-03-26,,https://patents.google.com/patent/US20150088007A1/en
US20160367191A1,"Sensor systems for user-specific evaluation of gait, footwear and garment fitting; monitoring of contact, force, pressure and/or shear at or near body surfaces ",Sensoria Inc.,"Mario Esposito, Victoria Esposito, Maurizio MACAGNO, Davide Giancarlo VIGANO', Maria Pia Carmagnani, Roberto Reif",2012-01-30,2016-04-19,2016-12-22,,https://patents.google.com/patent/US20160367191A1/en
US20170136297A1,Fitness monitoring device ,Prince Penie,Prince Penie,2015-11-13,2015-11-13,2017-05-18,,https://patents.google.com/patent/US20170136297A1/en
US20160196760A1,Portable terminal and method of controlling thereof ,"Samsung Electronics Co., Ltd.","Gyo-Seung KOO, Dong-Hun Park, Hee-Jae Jung, Jung-Hwan Kim, Ji-Ho Ma, Ae-Seon SEO, Jung-Ho SEO",2015-01-05,2015-12-31,2016-07-07,,https://patents.google.com/patent/US20160196760A1/en
US9737759B2,Automatic application-based exercise tracking system and method ,"Genesant Technologies, Inc.","James J. Mrowka, Paola N. Robey, Daniel S. ROBEY, Joseph A. Croswell, Athanasios G. Christ",2015-07-17,2016-05-23,2017-08-22,2017-08-22,https://patents.google.com/patent/US9737759B2/en
US20150253736A1,Watch with Multiple Sections for Tracking Multiple Parameters ,"Icon Health & Fitness, Inc.",Scott R. Watterson,2014-03-10,2014-09-26,2015-09-10,,https://patents.google.com/patent/US20150253736A1/en
US9597004B2,Wearable monitor ,"Irhythm Technologies, Inc.","Nicholas Hughes, Mark Day, Yuriko Tamura",2014-10-31,2015-10-30,2017-03-21,2017-03-21,https://patents.google.com/patent/US9597004B2/en
US20170075551A1,Home screen for wearable devices ,Verizon Patent And Licensing Inc.,"Quentin N. Robinson, Ai Mitsufuji, Layton R. Diament",2015-09-15,2015-09-15,2017-03-16,,https://patents.google.com/patent/US20170075551A1/en
US20160358013A1,Method and system for ambient proximity sensing techniques between mobile wireless devices for imagery redaction and other applicable uses ,"Aerdos, Inc.","Matthew Dale Carter, George Theodore Kyrazis, JR., Scott Joseph Berger",2015-06-02,2016-06-01,2016-12-08,,https://patents.google.com/patent/US20160358013A1/en
US20160331322A1,"Apparatuses, devices, and methods for measuring fluid pressure variation in an insole ","Misfit, Inc.","Jae S. Son, Matthew Charles DIAMOND, Sridhar Iyengar",2015-03-25,2016-03-25,2016-11-17,,https://patents.google.com/patent/US20160331322A1/en
US20170281079A1,Tracking caloric expenditure using sensor driven fingerprints ,"Lama Nachman, Hong Lu, Jennifer Healey, Rahul C. Shah, Jonathan J. Huang, Rita H. Wouhaybi, Giuseppe Raffa","Lama Nachman, Hong Lu, Jennifer Healey, Rahul C. Shah, Jonathan J. Huang, Rita H. Wouhaybi, Giuseppe Raffa",2016-03-30,2016-03-30,2017-10-05,,https://patents.google.com/patent/US20170281079A1/en
US20160367192A1,"Apparatuses, methods, and systems for measuring insole deformation ","Misfit, Inc.","Sridhar Iyengar, Matthew Charles DIAMOND",2015-06-16,2016-06-16,2016-12-22,,https://patents.google.com/patent/US20160367192A1/en
US20160253918A1,Encouraging achievement of health goals ,"Icon Health & Fitness, Inc",Scott R. Watterson,2015-02-27,2016-02-26,2016-09-01,,https://patents.google.com/patent/US20160253918A1/en
US9699859B1,Configuration of an automated personal fitness coaching device ,Moov Inc.,"Meng Li, Yaohua Hu, Tong Yuan",2014-08-01,2015-07-30,2017-07-04,2017-07-04,https://patents.google.com/patent/US9699859B1/en
US20160372973A1,Protective cover with wireless charging feature ,"Otter Products, Llc","John P. Fitzgerald, Carlton R. Lay",2015-06-16,2016-06-02,2016-12-22,,https://patents.google.com/patent/US20160372973A1/en
US20160107029A1,Workout management method and system using a wearable device ,"Samsung Electronics Co., Ltd.","Sangkyu Kim, Joonhyung LEE, Seongho CHO",2014-10-15,2015-07-27,2016-04-21,,https://patents.google.com/patent/US20160107029A1/en
US8994827B2,Wearable electronic device ,"Samsung Electronics Co., Ltd","Pranav Mistry, Sajid Sadi, Curtis Douglas Aumiller, Chengyuan Wei",2012-11-20,2013-08-30,2015-03-31,2015-03-31,https://patents.google.com/patent/US8994827B2/en
US9498137B2,Multi-function fitness scale with display ,"PhysioWave, Inc.",Gregory T. Kovacs,2014-08-07,2015-02-10,2016-11-22,2016-11-22,https://patents.google.com/patent/US9498137B2/en
US20150057512A1,Wearable heart failure monitor patch ,Rijuven Corporation,Rajeshwar Kapoor,2011-11-16,2014-08-18,2015-02-26,,https://patents.google.com/patent/US20150057512A1/en
US20160094899A1,Methods and Apparatus for Improving Signal Quality in Wearable Biometric Monitoring Devices ,"Valencell, Inc.","Michael Edward Aumer, Steven Francis LeBoeuf",2014-09-27,2015-08-18,2016-03-31,,https://patents.google.com/patent/US20160094899A1/en
US20160324432A1,Heart rate detection using ambient light ,"Whoop, Inc.","William Ahmed, John Capodilupo",2015-05-07,2015-05-07,2016-11-10,,https://patents.google.com/patent/US20160324432A1/en
US20170177798A1,System and method of aggregating and interpreting data from connected devices ,Aetna Inc.,"Robert Samuel, Sriram Ganesan",2015-12-18,2016-12-15,2017-06-22,,https://patents.google.com/patent/US20170177798A1/en
US20140143737A1,Transition and Interaction Model for Wearable Electronic Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Lining Yao, John Snavely, Eva-Maria Offenberg, Link Chun Huang, Cathy Kim",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140143737A1/en
US20170274249A1,Wearable resistance device with power monitoring ,"Tau Orthopedics, Llc","Jacob A. Moebius, Belinko K. Matsuura, David G. Matsuura, Gerard von Hoffmann",2016-03-23,2017-05-11,2017-09-28,,https://patents.google.com/patent/US20170274249A1/en
US20140139422A1,User Gesture Input to Wearable Electronic Device Involving Outward-Facing Sensor of Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi, Lining Yao, John Snavely",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140139422A1/en
US20170282011A1,Method and apparatus for assessing cardiopulmonary fitness ,"Samsung Electronics Co., Ltd.","Dae-Geun Jang, Byunghoon KO, SangKon BAE",2016-04-04,2016-08-22,2017-10-05,,https://patents.google.com/patent/US20170282011A1/en
US20140139454A1,User Gesture Input to Wearable Electronic Device Involving Movement of Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi, Lining Yao, John Snavely",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140139454A1/en
US20140143678A1,GUI Transitions on Wearable Electronic Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi, Lining Yao, John Snavely, Eva-Maria Offenberg, Link Chun Huang, Cathy Kim",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140143678A1/en
US20150157435A1,Equine fitness monitor ,"PegaSense, Inc.","Katherine Leigh Chasins, Oscar Orlando Salgado, Rachel Ariane Dias-Carlson, Viveka Mishra, Ramya Narayana Swamy",2013-12-06,2014-12-08,2015-06-11,,https://patents.google.com/patent/US20150157435A1/en
US9596997B1,Probability-based usage of multiple estimators of a physiological signal ,"Whoop, Inc.","David E. Ritscher, Behnoosh Tavakoli, Mostafa GHANNAD-REZAIE",2015-09-14,2016-09-14,2017-03-21,2017-03-21,https://patents.google.com/patent/US9596997B1/en
US20160192112A1,"Apparatus, method and system of managing a wearable device ensemble ",Intel Corporation,"Jaroslaw J. Sydir, Thomas W. Stroebel",2014-12-25,2014-12-25,2016-06-30,,https://patents.google.com/patent/US20160192112A1/en
US20140143785A1,Delegating Processing from Wearable Electronic Device ,"Samsung Electronics Companty, Ltd.","Pranav Mistry, Sajid Sadi",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140143785A1/en
US9724042B1,"Device, system, and method for adjusting biometric sensing rate based on available energy ",Hoyos Vsn Corp.,"Franco Lodato, Peter Aloumanis, Gustavo Leizerovich, Mansour Ghomeshi, Biren Patel, Amit Verma",2014-12-18,2016-07-22,2017-08-08,2017-08-08,https://patents.google.com/patent/US9724042B1/en
US20160099756A1,Systems and methods for wireless power transmission ,Energous Corporation,"Michael A. Leabman, Gregory Scott Brewer",2013-05-10,2014-12-29,2016-04-07,,https://patents.google.com/patent/US20160099756A1/en
US20160086500A1,Personalized avatar responsive to user physical state and context ,Kc Holdings I,"Robert Louis Kaleal, III",2012-10-09,2015-11-19,2016-03-24,,https://patents.google.com/patent/US20160086500A1/en
US20160127931A1,Efficient Localization of Transmitters Within Complex Electromagnetic Environments ,"Bastille Networks, Inc.","Robert John BAXLEY, Justin Trent Altman",2014-10-30,2015-10-30,2016-05-05,,https://patents.google.com/patent/US20160127931A1/en
US20130346168A1,Wearable augmented reality eyeglass communication device including mobile phone and mobile computing via virtual touch screen gesture control and neuron command ,"Dylan T X Zhou, Tiger T G Zhou, Andrew H B Zhou","Dylan T X Zhou, Tiger T G Zhou, Andrew H B Zhou",2011-07-18,2013-08-22,2013-12-26,,https://patents.google.com/patent/US20130346168A1/en
US20170213140A1,Autonomous decision logic for a wearable device ,"Striiv, Inc.",Mark A. Ross,2016-01-27,2016-01-27,2017-07-27,,https://patents.google.com/patent/US20170213140A1/en
US20140143784A1,Controlling Remote Electronic Device with Wearable Electronic Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi, Curtis Douglas Aumiller",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140143784A1/en
US9724562B2,Wearable USB device assembly ,"Nike, Inc.","Devin Bailly, Keith Folske, Holli Pheil, Summer Schneider",2015-05-28,2015-05-28,2017-08-08,2017-08-08,https://patents.google.com/patent/US9724562B2/en
US20130173461A1,Payment System for Wearable or Implantable Sensor Data ,James Alexander Levy,James Alexander Levy,2012-01-01,2013-01-02,2013-07-04,,https://patents.google.com/patent/US20130173461A1/en
US20170172493A1,Wearable system for predicting about-to-eat moments ,"Microsoft Technology Licensing, Llc","Tauhidur Rahman, Mary Czerwinski, Ran Gilad-Bachrach, Paul R. Johns, Asta Roseway, Kael Robert Rowan",2015-12-17,2015-12-17,2017-06-22,,https://patents.google.com/patent/US20170172493A1/en
US20140139486A1,Placement of Optical Sensor on Wearable Electronic Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi, Curtis Douglas Aumiller, Chengyuan Wei, Lining Yao",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140139486A1/en
US20160283933A1,Systems and methods for providing an internet of things payment platform (iotpp) ,"Fit Pay, Inc.","Michael Joseph ORLANDO, Scott Carlos STEVELINCK, Christopher Paul ORLANDO",2015-03-25,2016-03-25,2016-09-29,,https://patents.google.com/patent/US20160283933A1/en
US20170262589A1,Systems and methods for physically supporting users during exercise while enhanced oxygen treatment ,"Mesa Digital, Llc",Luis M. Ortiz,2016-03-14,2017-03-10,2017-09-14,,https://patents.google.com/patent/US20170262589A1/en
US20160235374A1,Measurement correlation and information tracking for a portable device ,"Halo Wearable, LLC","Devin Warner Miller, David Rich Miller",2015-02-17,2015-12-28,2016-08-18,,https://patents.google.com/patent/US20160235374A1/en
US20160345171A1,Secure context sharing for priority calling and various personal safety mechanisms ,"Mcafee, Inc.","Dattatraya Kulkarni, Srikanth Nalluri, Venkatasubrahmanyam Krishnapur, Kaushal Dhruw, Aravind Doss, Raja Sinha, Susmita Nayak, Yogesh Jain",2014-01-03,2014-12-24,2016-11-24,,https://patents.google.com/patent/US20160345171A1/en
US20160159632A1,System and apparatus for optimizing hydration and for the contextual dispensing of additives ,"LifeFuels, Inc.","Maxim D. WHEATLEY, David J. Wheatley, Todd Metlen, Jonathon E. PERRELLI, Connor J. BACON",2014-12-05,2015-12-04,2016-06-09,,https://patents.google.com/patent/US20160159632A1/en
US20170273584A1,Wearable Apparatus For ECG Signal Acquisition ,"Anhui Huami Information Technology Co.,Ltd., Huami Inc.","Wang Huang, Jixiang Su, Yajun Zhao, Fei Wang, Yuanxiang Wang",2016-02-02,2017-06-05,2017-09-28,,https://patents.google.com/patent/US20170273584A1/en
US20170224214A1,Interoperable wearable devices and communication platform ,"Michael Saigh, Xiaohong Zhang, Andrew Saigh, Susan Carpenter","Michael Saigh, Xiaohong Zhang, Andrew Saigh, Susan Carpenter",2015-08-18,2015-08-18,2017-08-10,,https://patents.google.com/patent/US20170224214A1/en
US20160256058A1,Statistical heart rate monitoring for estimating calorie expenditure ,Apple Inc.,"Hung A. Pham, Craig MERMEL, Richard Channing MOORE, III, Karthik Jayaraman Raghuram, Adeeti ULLAL, Alexander SINGH ALVARADO, Xing Tan",2015-03-06,2016-03-04,2016-09-08,,https://patents.google.com/patent/US20160256058A1/en
US20160133160A1,Rescue Performance Metric ,Zoll Medical Corporation,"Richard A. Packer, Gary A. Freeman, Annemarie Silver",2012-05-07,2015-12-28,2016-05-12,,https://patents.google.com/patent/US20160133160A1/en
US20160261528A1,Dynamic rule-based notifications ,Apple Inc.,"Jay C. Blahnik, Eric D. Schlakman, Siji Rachel Tom, Daniel S. Keen, Aaron P. Thompson, Jed R. Cohen, Tasha R. Klubock",2015-03-03,2015-06-15,2016-09-08,,https://patents.google.com/patent/US20160261528A1/en
US20170056722A1,Upsampling sensors to auto-detect a fitness activity ,Google Inc.,"Satinder Pal Singh, Gustavo Mendes Estephanio De Moura, Ke Xiao",2015-08-26,2015-08-26,2017-03-02,,https://patents.google.com/patent/US20170056722A1/en
US20140065587A1,Personal Communication Device For Managing Individual Fitness Training ,Simpliflow Gmbh,Walter Liebhart,2012-08-28,2013-08-27,2014-03-06,,https://patents.google.com/patent/US20140065587A1/en
US20160061726A1,Reflective Surface Treatments for Optical Sensors ,Apple Inc.,"Trevor J. Ness, Chin San Han, David I. Nazzaro, Marcelo M. Lamego, Naoto Matsuyuki, Wolf Oetting",2014-08-28,2015-06-15,2016-03-03,,https://patents.google.com/patent/US20160061726A1/en
US20170039336A1,Health maintenance advisory technology ,"Microsoft Technology Licensing, Llc","Hadas Bitran, Todd Holmdahl, Eric Horvitz, Desney S. Tan, Dennis Paul Schmuland, Adam T. Berns, Ryen William White",2015-08-06,2015-12-16,2017-02-09,,https://patents.google.com/patent/US20170039336A1/en
US20170000422A1,Method and system for modeling behavior and heart disease state ,"Ginger.io, Inc.","Sai Moturu, Anmol Madan",2012-08-16,2016-08-24,2017-01-05,,https://patents.google.com/patent/US20170000422A1/en
US20160143579A1,Wearable sports monitoring equipment and method for characterizing sports performances or sportspersons ,Suunto Oy,"Mikko Martikka, Heikki Nieminen, Kimmo Pernu, Olli-Pekka Ojanen, Erik Lindman",2014-11-19,2015-11-16,2016-05-26,,https://patents.google.com/patent/US20160143579A1/en
US20150199490A1,Method and system for software kit for diagnostics ,"Cytobyte, Inc.","Radu Iancu, Jacob Glenn",2014-01-15,2015-01-15,2015-07-16,,https://patents.google.com/patent/US20150199490A1/en
US20150168996A1,In-ear wearable computer ,"United Sciences, Llc","Wess Eric Sharpe, Karol Hatzilias",2013-12-17,2013-12-17,2015-06-18,,https://patents.google.com/patent/US20150168996A1/en
US20160026215A1,Wearable device with attachable expansion pack ,JayBird LLC,Judd Armstrong,2013-10-24,2015-07-23,2016-01-28,,https://patents.google.com/patent/US20160026215A1/en
US20170065039A1,Wearable technology fineware ,"Flextronics Ap, Llc","Kenji Takeuchi, Robert N. Stanford, David R. Monteith",2015-09-03,2016-09-01,2017-03-09,,https://patents.google.com/patent/US20170065039A1/en
US20170039332A1,Selecting health notifications based on user activity ,"Microsoft Technology Licensing, Llc","Elad Yom-Tov, Hadas Bitran, Nazia Zaman, Brian Bilodeau, Katherine Winant Osborne, David A. Wickert, Ran Gilad-Bachrach, Gerrit Hendrik Hofmeester, Farah Shariff",2015-08-06,2015-12-14,2017-02-09,,https://patents.google.com/patent/US20170039332A1/en
US20160198322A1,Systems And Methods For Determining A User Context By Correlating Acceleration Data From Multiple Devices ,VectorWatch SRL,Andrei Pitis,2015-01-06,2015-01-06,2016-07-07,,https://patents.google.com/patent/US20160198322A1/en
US20170303846A1,Health tracking device ,"Viavi Solutions, Inc.","Nada A. O'Brien, Curtis R. Hruska, Marc K. von Gunten, Christopher G. Pederson, Changmeng Hsiung",2016-04-21,2016-04-21,2017-10-26,,https://patents.google.com/patent/US20170303846A1/en
US20160162256A1,Wearable electronic device ,Sensirion Ag,"Heiko KOMAROMI, Marcel KOLLER",2014-12-03,2015-11-17,2016-06-09,,https://patents.google.com/patent/US20160162256A1/en
US20160350846A1,Integrated financial and health monitoring system utilizing wearable devices ,Bank Of America Corporation,"Katherine Dintenfass, David M. Grigg, Alicia C. Jones-McFadden, Jeanne Ferullo Connolly, Craig Terrill, Sahil Bahri, Sonny Tai, Markondapatnaikuni Samba Siva Patnaik",2015-05-27,2015-05-27,2016-12-01,,https://patents.google.com/patent/US20160350846A1/en
US20170087412A1,Fitness and social accountability ,Apple Inc.,Jay Blahnik,2015-09-30,2016-08-30,2017-03-30,,https://patents.google.com/patent/US20170087412A1/en
US20160093154A1,Wagering game wearables ,"Bally Gaming, Inc.","Michael R. Bytnar, Michael V. Dicillo, Patrick M. Gustafson, Jeremy M. Hornik, Gary J. Oswald, Richard B. Robbins, Nickey C. Shin, Jesse M. Smith, Simon E. Sunblade, Jamie W. Vann, Muthu Velu, Matthew J. Ward, Steven J. Zoloto, Dale R. Buchholz, Mark B. Gagner, Craig J. Sylla",2014-09-26,2015-09-25,2016-03-31,,https://patents.google.com/patent/US20160093154A1/en
US20170170688A1,System for Inductive Wireless Power Transfer for Portable Devices ,Sanjaya Maniktala,Sanjaya Maniktala,2015-12-11,2016-12-12,2017-06-15,,https://patents.google.com/patent/US20170170688A1/en
US20160099602A1,Tracking Surface for Determining Optimal Charging Position ,Energous Corporation,"Michael A. Leabman, Gregory Scott Brewer",2013-06-03,2014-12-29,2016-04-07,,https://patents.google.com/patent/US20160099602A1/en
US20140129243A1,General health and wellness management method and apparatus for a wellness application using data associated with a data-capable band ,Aliphcom,Everett Utter II Max,2012-11-08,2012-11-08,2014-05-08,,https://patents.google.com/patent/US20140129243A1/en
US20170039327A1,Client computing device health-related suggestions ,"Microsoft Technology Licensing, Llc","Hadas Bitran, Todd Holmdahl, Eric Horvitz, Desney S. Tan, Dennis Paul Schmuland, Adam T. Berns, Brian Bilodeau",2015-08-06,2015-12-16,2017-02-09,,https://patents.google.com/patent/US20170039327A1/en
US20160291850A1,Electronic apparatus and display control method thereof ,Htc Corporation,"Yu-Cheng Lee, Chung-Ying Yeh",2015-04-01,2016-03-23,2016-10-06,,https://patents.google.com/patent/US20160291850A1/en
US9579543B1,Fitness-based electronic document job routing to a selected location using a user'S fitness data goal ,"Kabushiki Kaisha Toshiba, Toshiba Tec Kabushiki Kaisha",Won Suk Yoo,2016-01-29,2016-01-29,2017-02-28,2017-02-28,https://patents.google.com/patent/US9579543B1/en
US20150209607A1,Unibody fitness system ,Freeman D. Fields I,Freeman D. Fields I,2014-01-27,2014-01-27,2015-07-30,,https://patents.google.com/patent/US20150209607A1/en
US20160099614A1,External or Internal Receiver for Smart Mobile Devices ,Energous Corporation,"Michael A. Leabman, Gregory Scott Brewer",2014-02-06,2014-12-29,2016-04-07,,https://patents.google.com/patent/US20160099614A1/en
US20160261147A1,Wireless power base unit and a system and method for body-worn repeater charging of wearable electronic devices ,"PogoTec, Inc.","Ronald D. Blum, William Kokonaski, Amitava Gupta, Scott Richman, Urban Schnell, Stefan Bauer, Jean-Noel Fehr, Alan Read Ziegler, Jr., Richard Clompus, Massimo Pinazza, Claudio Dalla Longa, Walter Dannhardt",2015-03-04,2016-03-04,2016-09-08,,https://patents.google.com/patent/US20160261147A1/en
US20150332031A1,Services associated with wearable electronic device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi",2012-11-20,2015-07-29,2015-11-19,,https://patents.google.com/patent/US20150332031A1/en
US20150046828A1,"Contextualizing sensor, service and device data with mobile devices ","Samsung Electronics Co., Ltd.","Prashant J. Desai, Matthew Bice, Benjamin A. ROTTLER, Johan Olsson, Magnus Borg, Eun Young Park, Golden Krishna, Dennis Miloseski, Wesley Yun, Jeremy D. Baker, Jeffery Jones",2013-08-08,2014-07-31,2015-02-12,,https://patents.google.com/patent/US20150046828A1/en
US20150272483A1,"Systems, methods and devices for exercise and activity metric computation ",GestureLogic Inc.,"S. Ali ETEMAD, Roshanak Houmanfar, Mark KLIBANOV, Leonard MacEachern, Kaveh FIROUZI",2014-03-26,2015-03-26,2015-10-01,,https://patents.google.com/patent/US20150272483A1/en
US20150253735A1,Watch with Multiple Sections for Tracking Multiple Parameters ,"Icon Health & Fitness, Inc.",Scott R. Watterson,2014-03-10,2014-05-01,2015-09-10,,https://patents.google.com/patent/US20150253735A1/en
US9589264B2,System and method for pre-provisioned wearable contactless payments ,"American Express Travel Related Services Company, Inc.","Manish K. Deliwala, Jason E. Muncey, Keshav A. Narsipur, Sreenivasan B. Parameshwara, Manoj Krishnamma Thulassedharan Pillai, Anthony I. Prentice, Lisa C. Yokoyama",2014-12-10,2015-02-19,2017-03-07,2017-03-07,https://patents.google.com/patent/US9589264B2/en
US20150250420A1,Physiological monitoring garments ,"Gianluigi LONGINOTTI-BUITONI, Andrea Aliverti","Gianluigi LONGINOTTI-BUITONI, Andrea Aliverti",2014-03-10,2015-03-10,2015-09-10,,https://patents.google.com/patent/US20150250420A1/en
US20170274267A1,Sharing updatable graphical user interface elements ,Apple Inc.,Jay C. Blahnik,2016-03-28,2016-03-28,2017-09-28,,https://patents.google.com/patent/US20170274267A1/en
US20150297109A1,System and method for associating music with brain-state data ,Interaxon Inc.,"Ariel Stephanie Garten, Christopher Allen Aimone, Trevor Coleman, Kapil Jay Mishra Vidyarthi, Locillo (Lou) Giuseppe Pino, Michael Apollo Chabior, Paul Harrison Baranowski, Raul Rajiv Rupsingh, Madeline Ashby, Paul V. Tadich, Graeme Daniel Moffat, Javier Arturo Moreno Camargo",2014-04-22,2015-04-22,2015-10-22,,https://patents.google.com/patent/US20150297109A1/en
US20170300655A1,Apparatus and methodologies for personal health analysis ,Vivametrica Ltd.,"Christina Lane, Aliakbar Mohsenipour, Lee Vernich, Matt Smuck, Richard Hu",2016-04-19,2017-04-19,2017-10-19,,https://patents.google.com/patent/US20170300655A1/en
US20140350353A1,Wearable Imaging Device for Monitoring Food Consumption using Gesture Recognition ,Robert A. Connor,Robert A. Connor,2013-05-27,2013-05-27,2014-11-27,,https://patents.google.com/patent/US20140350353A1/en
US20150206413A1,Devices and methods for health tracking and providing information for improving health ,Sony Corporation,Jason Michael Warner,2014-01-22,2014-01-22,2015-07-23,,https://patents.google.com/patent/US20150206413A1/en
US20170063432A1,Wireless data transfer ,"Pabellon, Inc.","Robert Thomas Martin, Alejandro Victorio Rubin",2015-08-24,2016-04-25,2017-03-02,,https://patents.google.com/patent/US20170063432A1/en
US20160321654A1,Method and system for storage and retrieval of blockchain blocks using galois fields ,"Stephen Lesavich, Zachary C. LESAVICH","Stephen Lesavich, Zachary C. LESAVICH",2011-04-29,2016-06-06,2016-11-03,,https://patents.google.com/patent/US20160321654A1/en
