search URL:,https://patents.google.com/?q=autonomous+vehicle&country=US&after=priority:20120101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US20170225581A1,Autonomous vehicle charging station connection ,Faraday&Future Inc.,"Boaz Jie Chai, Anil Paryani, Eahab Nagi El Naga, William Alan Beverley",2016-02-05,2016-02-29,2017-08-10,,https://patents.google.com/patent/US20170225581A1/en
US9772197B2,Dispatch system for autonomous vehicles ,National Taipei University Of Technology,"Shih-Chia HUANG, Ming-Kai Jiau, Sheng-Kai Chou",2015-08-31,2015-11-18,2017-09-26,2017-09-26,https://patents.google.com/patent/US9772197B2/en
US20170234689A1,Real Time Risk Assessment and Operational Changes with Semi-Autonomous Vehicles ,Allstate Insurance Company,"Timothy W. Gibson, Surender Kumar, Regina Madigan",2016-02-15,2017-02-15,2017-08-17,,https://patents.google.com/patent/US20170234689A1/en
US20150094944A1,Computer-implemented method and system for dynamically positioning a vehicle relative to another vehicle in motion for on-the-fly offloading operations ,"Jaybridge Robotics, Inc.",William P. Baumann,2013-10-01,2013-10-01,2015-04-02,,https://patents.google.com/patent/US20150094944A1/en
US20170297588A1,Autonomous Car Decision Override ,Hemanki Doshi,Hemanki Doshi,2016-04-19,2017-04-19,2017-10-19,,https://patents.google.com/patent/US20170297588A1/en
US20160229252A1,Enhanced Road Characterization for Adaptive Mode Drive ,"Ford Global Technologies, Llc","Jianbo Lu, Steven Joseph Szwabowski, Kwaku O. Prakah-Asante, Fling Tseng, Perry Robinson MacNeille, Xiaoming Wang",2015-02-10,2015-02-10,2016-08-11,,https://patents.google.com/patent/US20160229252A1/en
US20170240096A1,Intention signaling for an autonomous vehicle ,"Uber Technologies, Inc.","William Payne Ross, Chenggang Liu",2016-02-22,2016-02-22,2017-08-24,,https://patents.google.com/patent/US20170240096A1/en
US20150183426A1,Driving support system ,Fuji Jukogyo Kabushiki Kaisha,Hajime Oyama,2013-12-27,2014-12-19,2015-07-02,,https://patents.google.com/patent/US20150183426A1/en
US20150298694A1,Vehicle control system and method for self-control driving thereof ,Hyundai Motor Company,Kyun Sang Park,2014-04-16,2014-07-23,2015-10-22,,https://patents.google.com/patent/US20150298694A1/en
US9368936B1,Laser diode firing system ,Google Inc.,"Samuel William Lenius, Pierre-Yves Droz",2013-09-30,2013-12-18,2016-06-14,2016-06-14,https://patents.google.com/patent/US9368936B1/en
US20160349755A1,Vehicle control system ,Toyota Jidosha Kabushiki Kaisha,"Seiji Kuwahara, Kazumi Hoshiya, Norimi Asahara, Yoshio Ito, Takahito Endo, Tadashi FUJIYOSHI",2015-05-25,2016-04-26,2016-12-01,,https://patents.google.com/patent/US20160349755A1/en
US9613386B1,Pickup and drop off zones for autonomous vehicles ,Google Inc.,"Jennifer Arden, Brian Douglas Cullinane, Min Li CHAN, Renaud-Roland Hubert",2015-12-01,2015-12-01,2017-04-04,2017-04-04,https://patents.google.com/patent/US9613386B1/en
US20140244131A1,Method for operating a driver assistance system of a motor vehicle with a combined longitudinal and transverse guidance function ,AudiAG,"Wolfgang Mielich, Manfred Holzmann, Regina Meier",2013-02-26,2014-02-25,2014-08-28,,https://patents.google.com/patent/US20140244131A1/en
US20170123421A1,Coordination of dispatching and maintaining fleet of autonomous vehicles ,"Zoox, Inc.","Timothy David Kentley, Rachad Youssef Gamara",2015-11-04,2015-11-04,2017-05-04,,https://patents.google.com/patent/US20170123421A1/en
US20170123429A1,Adaptive autonomous vehicle planner logic ,"Zoox, Inc.","Jesse Sol Levinson, Timothy David Kentley, Gabriel Thurston Sibley",2015-11-04,2015-11-04,2017-05-04,,https://patents.google.com/patent/US20170123429A1/en
US20170101032A1,Seat system for autonomous vehicles ,Volvo Car Corporation,"Ichiro Sugioka, Douglas Frasher, Stefan Norberg",2015-10-07,2016-10-04,2017-04-13,,https://patents.google.com/patent/US20170101032A1/en
US20130185888A1,Rear wiper system ,John S. Kargilis,John S. Kargilis,2012-01-24,2012-12-19,2013-07-25,,https://patents.google.com/patent/US20130185888A1/en
US20130332061A1,Obstacle Evaluation Technique ,Google Inc.,"Jonathan Baldwin Dowdall, Jiajun Zhu",2012-06-06,2012-06-06,2013-12-12,,https://patents.google.com/patent/US20130332061A1/en
US20170315771A1,System and method for selectively displaying images in an autonomous vehicle ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Norman C. Kerr,2016-04-28,2016-04-28,2017-11-02,,https://patents.google.com/patent/US20170315771A1/en
US20160159348A1,Mitigation of input device failure and mode management ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2014-12-05,2014-12-05,2016-06-09,,https://patents.google.com/patent/US20160159348A1/en
US8903607B2,Lane tracking system with active rear-steer ,GM Global Technology Operations LLC,"Jin-woo Lee, Nikolai K. Moshchuk, Shih-Ken Chen, Bakhtiar Brian Litkouhi",2012-01-11,2012-01-11,2014-12-02,2014-12-02,https://patents.google.com/patent/US8903607B2/en
US20170068245A1,Driving profiles for autonomous vehicles ,Inrix Inc.,"Christopher L. Scofield, Scott Sedlik",2014-03-03,2015-03-02,2017-03-09,,https://patents.google.com/patent/US20170068245A1/en
US20170225567A1,"In-vehicle device, autonomous vehicle, autonomous driving assistance system, autonomous driving monitoring device, road management device, and autonomous driving information gathering device ",Mitsubishi Electric Corporation,Yoshiaki Tsuda,2014-10-30,2015-10-30,2017-08-10,,https://patents.google.com/patent/US20170225567A1/en
US20170253252A1,Sensory stimulation for an autonomous vehicle ,"Uber Technologies, Inc.","Richard Donnelly, David McAllister Bradley, Matthew Sweeney, Emily Bartel",2016-03-03,2016-06-17,2017-09-07,,https://patents.google.com/patent/US20170253252A1/en
US20160259335A1,Travel control apparatus for vehicle ,Fuji Jukogyo Kabushiki Kaisha,Hajime Oyama,2015-03-03,2016-03-01,2016-09-08,,https://patents.google.com/patent/US20160259335A1/en
US20140114521A1,Maneuvering drive with smart central unit ,Truma Geraetetechnik Gmbh & Co. Kg,"Steve Aemisegger, Daniel GUMPP, Jochen Mueller, Tobias Schmid, Klaus MUESSLER, Ana Maria FERNANDEZ, Joerg Mueller, Oliver SCHAURER, Mario MOEHRING, Mathias VENSCHOTT, Stefan Thiel, Kamil ZAWADSKI",2012-10-22,2013-10-21,2014-04-24,,https://patents.google.com/patent/US20140114521A1/en
US20170139411A1,Autonomous Vehicle Platform and Safety Architecture ,"Polysync Technologies, Inc.","Joshua John Hartung, Peter Brink, Jonathan Lamb, David Paul Miller",2015-11-16,2016-11-16,2017-05-18,,https://patents.google.com/patent/US20170139411A1/en
US20170101130A1,Active adaptive haptic multi-function knob ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2015-10-08,2015-10-08,2017-04-13,,https://patents.google.com/patent/US20170101130A1/en
US20160023526A1,Hitch angle warning system and method ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2014-07-28,2015-03-25,2016-01-28,,https://patents.google.com/patent/US20160023526A1/en
US20150166061A1,Sliding mode trajectory voting strategy module and driving control system and method thereof ,Automotive Research & Testing Center,"Tong-Wen WANG, Wei-Feng HSU, Po-Kai TSENG",2013-12-17,2013-12-17,2015-06-18,,https://patents.google.com/patent/US20150166061A1/en
US20160023525A1,Trailer sway warning system and method ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2014-07-28,2015-03-25,2016-01-28,,https://patents.google.com/patent/US20160023525A1/en
US20170029024A1,Multi-mode trailer backup assist interface knob ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2015-07-30,2015-07-30,2017-02-02,,https://patents.google.com/patent/US20170029024A1/en
US20160288785A1,Driving support system for vehicle ,Fuji Jukogyo Kabushiki Kaisha,Shiro Ezoe,2015-03-30,2016-03-09,2016-10-06,,https://patents.google.com/patent/US20160288785A1/en
US20160075375A1,Parking assist system ,"Toyota Jidosha Kabushiki Kaisha, Aisin Seiki Kabushiki Kaisha","Tomohisa Yamashita, Masaya Kato, Hiroyuki Tachibana, Takashi Kuwayama, Hironobu Ishijima, Keisuke Oyama",2014-09-12,2015-09-10,2016-03-17,,https://patents.google.com/patent/US20160075375A1/en
US9606535B2,Spatial recognition in an autonomous vehicle group ,Sikorsky Aircraft Corporation,Eric Humenay,2014-07-22,2015-07-17,2017-03-28,2017-03-28,https://patents.google.com/patent/US9606535B2/en
US20170269940A1,Secure start system for an autonomous vehicle ,"Uber Technologies, Inc.","Christopher Valasek, Charles Miller",2016-03-18,2016-03-18,2017-09-21,,https://patents.google.com/patent/US20170269940A1/en
US20170272943A1,Secure start system for an autonomous vehicle ,"Uber Technologies, Inc.","Christopher Valasek, Charles Miller",2016-03-18,2016-03-18,2017-09-21,,https://patents.google.com/patent/US20170272943A1/en
US20150217778A1,Vehicle control system and method ,Jaguar Land Rover Limited,"Andrew Fairgrieve, Elliot Hemes, Dan Dennehy, James Kelly, Sam Anker",2012-09-06,2013-09-06,2015-08-06,,https://patents.google.com/patent/US20150217778A1/en
US20160257341A1,Topographical integration for trailer backup assist system ,"Ford Global Technologies, Llc","Erick Michael Lavoie, Roger Arnold Trombley, Hai Yu",2015-03-03,2015-03-03,2016-09-08,,https://patents.google.com/patent/US20160257341A1/en
US20150166122A1,Rear vehicle body reinforcing structure ,Hyundai Motor Company,"Sung Hoon Cho, Yong Dok An",2013-12-17,2014-07-31,2015-06-18,,https://patents.google.com/patent/US20150166122A1/en
US20170270014A1,Fault-Tolerant High-Performance Computer System for Autonomous Vehicle Maneuvering ,Fts Computertechnik Gmbh,"Stefan Poledna, Georg NIEDRIST, Eric Schmidt, Martin Hoefler",2016-03-16,2017-03-15,2017-09-21,,https://patents.google.com/patent/US20170270014A1/en
US20170103270A1,Self-Recognition of Autonomous Vehicles in Mirrored or Reflective Surfaces ,"Ford Global Technologies, Llc","Brielle Reiff, Madeline Jane Schrier, Nithika Sivashankar",2015-10-07,2015-10-07,2017-04-13,,https://patents.google.com/patent/US20170103270A1/en
US20160288830A1,Vehicle steering device and vehicle steering control method ,Mitsubishi Electric Corporation,"Yasuyoshi Hori, Yukiyasu Akemi, Masaya Endo, Hideyuki Tanaka, Takayuki Tanaka, Takahiro URABE, Kouhei Mori",2015-04-01,2015-09-16,2016-10-06,,https://patents.google.com/patent/US20160288830A1/en
US20150012182A1,Method and device for assisting a driver of a vehicle in a bottleneck ,Robert Bosch Gmbh,"Folko Flehmig, Yuefeng Ma",2013-07-05,2014-07-03,2015-01-08,,https://patents.google.com/patent/US20150012182A1/en
US20170080948A1,Vehicle mode adjusting system ,Faraday&Future Inc.,"Matt K. LUBBERS, Matt John SAMPSON, Kenneth K. XIE",2015-09-18,2016-09-14,2017-03-23,,https://patents.google.com/patent/US20170080948A1/en
US9785150B2,Formatting sensor data for use in autonomous vehicle communications platform ,"Uber Technologies, Inc.","Mark Sibenac, Daniel Strother, Daniel Tascione, Morgan Jones, Jordan Brindza",2015-12-11,2015-12-11,2017-10-10,2017-10-10,https://patents.google.com/patent/US9785150B2/en
US20160304124A1,Vehicle control system ,Toyota Jidosha Kabushiki Kaisha,"Tadashi FUJIYOSHI, Kazumi Hoshiya, Yoshio Ito, Norimi Asahara, Seiji Kuwahara, Takahito Endo, Kazuya Arakawa",2015-04-17,2016-04-07,2016-10-20,,https://patents.google.com/patent/US20160304124A1/en
US20160298758A1,Vehicle control system ,Toyota Jidosha Kabushiki Kaisha,"Tadashi FUJIYOSHI, Kazumi Hoshiya, Yoshio Ito, Norimi Asahara, Seiji Kuwahara, Takahito Endo, Kazuya Arakawa",2015-04-08,2016-04-06,2016-10-13,,https://patents.google.com/patent/US20160298758A1/en
US20140236461A1,Method and start assisting system for facilitating start activities of a vehicle ,Volvo Car Corporation,Claes Edgren,2013-02-18,2014-02-05,2014-08-21,,https://patents.google.com/patent/US20140236461A1/en
US20160272197A1,Method in Order to Control Vehicle Behaviour ,Sentient Sweden Ekonomisk Forening,"Johan Hulten, Jochen Pohl",2013-10-16,2014-10-15,2016-09-22,,https://patents.google.com/patent/US20160272197A1/en
US9786187B1,Transportation network utilizing autonomous vehicles for transporting items ,"Amazon Technologies, Inc.","Avi Bar-Zeev, Brian C. Beckman, Daniel Buchmueller, Steven Gregory Dunn, Gur Kimchi",2015-06-09,2015-06-09,2017-10-10,2017-10-10,https://patents.google.com/patent/US9786187B1/en
US20170311534A1,System For Conducting An Agricultural Operation Using An Autonomous Vehicle ,Cnh Industrial America Llc,"Adam Rusciolelli, Tyson Dollinger, John Posselius, Christopher A. Foster, Brian Ray",2016-05-02,2016-05-02,2017-11-02,,https://patents.google.com/patent/US20170311534A1/en
US20160001763A1,A method for propelling a vehicle ,Volvo Truck Corporaiton,"Lisa Ehrlich, Bertrand MOLIMARD, Johan BRINGHED, Anders HEIWALL",2013-02-11,2013-02-11,2016-01-07,,https://patents.google.com/patent/US20160001763A1/en
US20170113641A1,Moveable internal shock-absorbing energy dissipation padding in an autonomous vehicle ,Active Knowledge Ltd.,"Gil Thieberger, Ari M. Frank",2015-10-26,2016-10-26,2017-04-27,,https://patents.google.com/patent/US20170113641A1/en
US20170074964A1,Method And System Of Location Estimation And Navigation Of Autonomous Vehicles ,Here Global B.V.,"Jingwei Xu, Bruce Bernhardt, Arnold Sheynman",2015-09-16,2015-09-16,2017-03-16,,https://patents.google.com/patent/US20170074964A1/en
US9349055B1,Real-time image-based vehicle detection based on a multi-stage classification ,Google Inc.,Abhijit Ogale,2013-06-26,2013-06-26,2016-05-24,2016-05-24,https://patents.google.com/patent/US9349055B1/en
US20170080974A1,Parking feature multi-function tilt knob ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2015-09-21,2015-09-21,2017-03-23,,https://patents.google.com/patent/US20170080974A1/en
US20170132117A1,Method and device for generating test cases for autonomous vehicles ,"Ford Global Technologies, Llc","Frederic Stefan, Alain Marie Roger Chevalier, Michael Marbaix, Evangelos BITSANIS",2015-11-06,2016-11-01,2017-05-11,,https://patents.google.com/patent/US20170132117A1/en
US20170316692A1,System For Avoiding Collisions Between Autonomous Vehicles Conducting Agricultural Operations ,Cnh Industrial America Llc,"Aam Rusciolelli, Tyson Dollinger, John Posselius, Christopher A. Foster, Brian Ray",2016-05-02,2016-05-02,2017-11-02,,https://patents.google.com/patent/US20170316692A1/en
US20160205146A1,System and method for scheduling a video conference in an autonomous vehicle ,Volvo Car Corporation,"Ichiro Sugioka, Matthew Lawler, Kari KAUPPI, Aric DROMI, Nick SAKELLARIOU",2015-01-12,2016-01-05,2016-07-14,,https://patents.google.com/patent/US20160205146A1/en
US9643466B1,Control of adjustable ride height suspension ,GM Global Technology Operations LLC,"Brian D. Christoff, John K. Dagg, Robert G. Izak, Christian E. Thomas",2016-04-06,2016-04-06,2017-05-09,2017-05-09,https://patents.google.com/patent/US9643466B1/en
US20150120142A1,Steering control apparatus having function of determining intention of driver and method of operating the same ,Electronics And Telecommunications Research Institute,"Myung-Wook PARK, Yong-Bon Koo, Sang-Woo Lee, Woo-Yong Han",2013-10-31,2014-10-01,2015-04-30,,https://patents.google.com/patent/US20150120142A1/en
US9227632B1,Method of path planning for evasive steering maneuver ,GM Global Technology Operations LLC,Jin-woo Lee,2014-08-29,2014-08-29,2016-01-05,2016-01-05,https://patents.google.com/patent/US9227632B1/en
US20170309072A1,System and method for presenting media contents in autonomous vehicles ,Baidu Usa Llc,"Liyun Li, Shaoshan Liu, Shuang Wu, James Peng",2016-04-26,2016-04-26,2017-10-26,,https://patents.google.com/patent/US20170309072A1/en
US20170291544A1,Adaptive alert system for autonomous vehicle ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Mikiya Ishihara, Yi Li, Kazutoshi Ebe",2016-04-12,2016-04-12,2017-10-12,,https://patents.google.com/patent/US20170291544A1/en
US9669677B2,Vehicle active suspension system and method of control ,"Ford Global Technologies, Llc","Davorin David Hrovat, Li Xu, Eric Hongtei Tseng",2015-05-28,2015-05-28,2017-06-06,2017-06-06,https://patents.google.com/patent/US9669677B2/en
US20170286570A1,Dynamic Virtual Object Generation for Testing Autonomous Vehicles in Simulated Driving Scenarios ,Toyota Jidosha Kabushiki Kaisha,"BaekGyu Kim, Shinichi Shiraishi, Jonathan Shum",2016-03-30,2016-03-30,2017-10-05,,https://patents.google.com/patent/US20170286570A1/en
US20170088174A1,Driving assistance control apparatus for vehicle ,Toyota Jidosha Kabushiki Kaisha,"Shintaro Inoue, Hideo Inoue, Pongsathorn Raksincharoensak",2015-09-28,2016-09-26,2017-03-30,,https://patents.google.com/patent/US20170088174A1/en
US9393961B1,Verifying a target object with reverse-parallax analysis ,Google Inc.,"Bradley Templeton, Nathaniel Fairfield, Dave Ferguson",2012-09-19,2012-09-19,2016-07-19,2016-07-19,https://patents.google.com/patent/US9393961B1/en
US9533683B2,Sensor failure mitigation system and mode management ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2014-12-05,2014-12-05,2017-01-03,2017-01-03,https://patents.google.com/patent/US9533683B2/en
US20160339910A1,Method and system for providing a driver behavior adapted evasive maneuver ,Volvo Car Corporation,"Mats Jonasson, Derong YANG, Jonatan SILVLIN",2015-05-19,2016-05-10,2016-11-24,,https://patents.google.com/patent/US20160339910A1/en
US9187088B1,Distribution decision trees ,Google Inc.,"David Ian Franklin Ferguson, Abhijit Ogale",2014-08-15,2014-12-30,2015-11-17,2015-11-17,https://patents.google.com/patent/US9187088B1/en
US9643669B1,Attachable laterally-stable range extender for an electric vehicle ,Donald P. Clark,Donald P. Clark,2015-08-05,2015-08-05,2017-05-09,2017-05-09,https://patents.google.com/patent/US9643669B1/en
US20170132118A1,Method and apparatus for testing software for autonomous vehicles ,"Ford Global Technologies, Llc","Frederic Stefan, Alain Marie Roger Chevalier, Evangelos BITSANIS, Michael Marbaix",2015-11-06,2016-11-01,2017-05-11,,https://patents.google.com/patent/US20170132118A1/en
US9676377B2,Speed limiting comfort enhancement ,"Ford Global Technologies, Llc","Michael Hafner, Erick Michael Lavoie",2015-06-17,2015-06-17,2017-06-13,2017-06-13,https://patents.google.com/patent/US9676377B2/en
US9540043B2,Trailer backup assist system with active trailer braking for curvature control ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2014-07-30,2014-07-30,2017-01-10,2017-01-10,https://patents.google.com/patent/US9540043B2/en
US20140379214A1,Gps activated park mode for adjustable suspension systems ,"Continental Automotive System, Inc.",Christian Schallmeier,2013-06-21,2014-06-19,2014-12-25,,https://patents.google.com/patent/US20140379214A1/en
US20170113722A1,Illuminated vehicle control management pushbutton knob ,"Ford Global Technologies, Llc","Erick Michael Lavoie, Bradley G. Hochrein",2015-10-27,2015-10-27,2017-04-27,,https://patents.google.com/patent/US20170113722A1/en
US9500565B2,Vehicle and method of using a spare tire ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2015-03-24,2015-03-24,2016-11-22,2016-11-22,https://patents.google.com/patent/US9500565B2/en
US20160195877A1,Control system for an autonomous vehicle and a method for generating a control signal and autonomous vehicle equipped with such control system ,Honda Research Institute Europe Gmbh,"Mathias FRANZIUS, Nils EINECKE",2015-01-07,2015-12-01,2016-07-07,,https://patents.google.com/patent/US20160195877A1/en
US9778459B1,Assembly to reduce liquid droplet accumulation ,GM Global Technology Operations LLC,"Hongguang Sun, Michael D. Alarcon",2016-09-20,2016-09-20,2017-10-03,2017-10-03,https://patents.google.com/patent/US9778459B1/en
US20130313035A1,Regeneration system for a vehicle ,American SportWorks LLC,"Philip Joseph Jenkins, JR.",2012-03-16,2013-07-25,2013-11-28,,https://patents.google.com/patent/US20130313035A1/en
US20170240204A1,Trailer length and hitch angle bias estimation ,"Ford Global Technologies, Llc","Joseph M. Raad, Christos Kyrtsos, Tyler Daavettila, Donald Jacob Mattern, Erick Michael Lavoie",2016-02-18,2016-02-18,2017-08-24,,https://patents.google.com/patent/US20170240204A1/en
US20170023945A1,System and methods to support autonomous vehicles via environmental perception and sensor calibration and verification ,Koninklijke Philips N.V.,"Dave Alberto Tavares Cavalcanti, Marcin Krzysztof Szczodrak, Talmai Brandão De Oliveira, Yong Yang",2014-04-04,2015-04-02,2017-01-26,,https://patents.google.com/patent/US20170023945A1/en
US9227659B2,Vehicle lane control using differential torque ,GM Global Technology Operations LLC,"Sami Ahmed, Matthew M. Karaba, Paul R. Williams",2014-01-22,2014-01-22,2016-01-05,2016-01-05,https://patents.google.com/patent/US9227659B2/en
US20170297620A1,Trailer backup assist remote knob state management ,"Ford Global Technologies, Llc","Erick Michael Lavoie, Roger Arnold Trombley",2016-04-18,2016-04-18,2017-10-19,,https://patents.google.com/patent/US20170297620A1/en
US20160347314A1,Vehicle control system ,Toyota Jidosha Kabushiki Kaisha,"Seiji Kuwahara, Kazumi Hoshiya, Norimi Asahara, Yoshio Ito, Takahito Endo, Tadashi FUJIYOSHI",2015-06-01,2016-05-27,2016-12-01,,https://patents.google.com/patent/US20160347314A1/en
US20170302282A1,Radar target detection system for autonomous vehicles with ultra-low phase noise frequency synthesizer ,"Yekutiel Josefsberg, Tal Lavian","Yekutiel Josefsberg, Tal Lavian",2015-06-18,2017-07-03,2017-10-19,,https://patents.google.com/patent/US20170302282A1/en
US20170225537A1,Air quality estimation methods and systems ,GM Global Technology Operations LLC,Rulthe Ranjita Rajendrakumar Kulthe,2016-02-04,2016-02-04,2017-08-10,,https://patents.google.com/patent/US20170225537A1/en
US20160362135A1,Trailer length estimation method using trailer yaw rate signal ,"Ford Global Technologies, Llc","Li Xu, Hongtei Eric Tseng, Thomas Edward Pilutti",2015-06-11,2015-06-11,2016-12-15,,https://patents.google.com/patent/US20160362135A1/en
US20160180714A1,Method and device for assisting a driver of a vehicle during a lane change ,Robert Bosch Gmbh,Chengxuan Fu,2014-12-22,2015-12-15,2016-06-23,,https://patents.google.com/patent/US20160180714A1/en
US20160280258A1,Handwheel obstruction detection and inertia compensation ,"Ford Global Technologies, Llc","Erick Michael Lavoie, Darrel Alan Recker, Michael Richard Johnson",2015-03-25,2015-03-25,2016-09-29,,https://patents.google.com/patent/US20160280258A1/en
US20170316533A1,Personal safety and privacy features for passengers of an autonomous vehicle based transportation system ,GM Global Technology Operations LLC,"Claudia V. Goldman-Shenhar, Gila Kamhi",2016-04-29,2017-04-19,2017-11-02,,https://patents.google.com/patent/US20170316533A1/en
US20150226146A1,Walk-away vehicle shutdown ,"Ford Global Technologies, Llc","Shane Elwart, Walter Joseph Talamonti",2014-02-07,2014-02-07,2015-08-13,,https://patents.google.com/patent/US20150226146A1/en
US20170154371A1,Methods for sample presentation using autonomous vehicles ,Thomas Danaher Harvey,Thomas Danaher Harvey,2017-02-14,2017-02-14,2017-06-01,,https://patents.google.com/patent/US20170154371A1/en
US20160214533A1,Autonomous vehicle cameras used for near real-time imaging ,Verizon Patent And Licensing Inc.,"Sean Doyle, James Ronald Barfield, JR., Alex D. Berkobin, Thomas Steven Taylor, Bryant Elliott, Eric Berkobin, Hamsa Ibrahim, Sneha Akula, Dwight Hartman",2015-01-22,2015-01-22,2016-07-28,,https://patents.google.com/patent/US20160214533A1/en
US20170106865A1,Speed control for motor vehicles ,"Ford Global Technologies, Llc","Erick Michael Lavoie, Donald Jacob Mattern, Joseph M. Raad",2015-10-19,2016-10-04,2017-04-20,,https://patents.google.com/patent/US20170106865A1/en
US20150137463A1,System and method of using air suspension to improve vehicle unloading ,"Continental Automotive Systems, Inc.","Trevor B. McLennan, Kent R. Young",2013-11-15,2013-11-15,2015-05-21,,https://patents.google.com/patent/US20150137463A1/en
US20160280262A1,Travel control apparatus for vehicle ,Fuji Jukogyo Kabushiki Kaisha,Hajime Oyama,2015-03-23,2016-03-09,2016-09-29,,https://patents.google.com/patent/US20160280262A1/en
US20140200770A1,Systems and methods for correcting steering wheel angle errors ,"Ford Global Technologies, Llc","Miguel BAHENA, Attila BENAK, Andrew Brown, Sergio CONDONESU, Darrel Alan Recker, Lodewijk Wijffels",2013-01-15,2014-01-14,2014-07-17,,https://patents.google.com/patent/US20140200770A1/en
US20150217732A1,Vehicle lifting and parallel parking aid ,"Innovative Inventions, LLC","Don A. Mistrot, Richard P. Duffield",2014-02-05,2015-02-05,2015-08-06,,https://patents.google.com/patent/US20150217732A1/en
US20170088165A1,Driver monitoring ,GM Global Technology Operations LLC,"Eric L. Raphael, Bakhtiar B. Litkouhi, Jeremy A. Salinger",2015-09-29,2015-09-29,2017-03-30,,https://patents.google.com/patent/US20170088165A1/en
US20170261994A1,Curb detection for vehicle parking ,"Ford Global Technologies, Llc","Kyle Simmons, Li Xu, Eric Hongtei Tseng, Thomas Edward Pilutti, Douglas Blue",2016-03-14,2016-03-14,2017-09-14,,https://patents.google.com/patent/US20170261994A1/en
US20170225679A1,Method and device for moving a vehicle into a target position ,Daimler Ag,"Christophe Bonnet, Andreas Hiller, Gerhard Kuenzel, Martin Moser, Heiko Schiemenz",2014-08-08,2015-06-26,2017-08-10,,https://patents.google.com/patent/US20170225679A1/en
US20160227732A1,Pet Harness for Connecting to an Automobile Seat Belt Connector ,Eric Maurice Pompey,Eric Maurice Pompey,2015-02-11,2015-10-15,2016-08-11,,https://patents.google.com/patent/US20160227732A1/en
US20170297576A1,State-based operation for autonomous vehicles ,Faraday&Future Inc.,"Bibhrajit HALDER, Chongyu Wang, Kenneth X. XIE",2016-03-31,2017-03-30,2017-10-19,,https://patents.google.com/patent/US20170297576A1/en
US9434415B2,Tire windup compensation ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2013-11-08,2013-11-08,2016-09-06,2016-09-06,https://patents.google.com/patent/US9434415B2/en
US20160257355A1,Controlling weight allocation between truck axles ,"International Truck Intellectual Property Company, Llc","Grzegorz Siuchta, James Jerome Korson",2015-03-03,2016-02-12,2016-09-08,,https://patents.google.com/patent/US20160257355A1/en
US20140081522A1,Automatic level control ,Knorr-Bremse Systems For Commercial Vehicles Limited,Matthew Fry,2012-09-17,2013-09-17,2014-03-20,,https://patents.google.com/patent/US20140081522A1/en
US9694777B2,Wheel assembly adjustment for vehicle events ,GM Global Technology Operations LLC,"Jason J. Nolte, Kathryn E. Koski, Sachin K. Pindolia",2015-06-11,2015-06-11,2017-07-04,2017-07-04,https://patents.google.com/patent/US9694777B2/en
US20160207528A1,Method for operating a driver assistance system to perform an autonomous parking maneuver ,"Ford Global Technologies, Llc","Frederic Stefan, Uwe Gussen, Christoph Arndt, Rainer Busch",2015-01-15,2016-01-13,2016-07-21,,https://patents.google.com/patent/US20160207528A1/en
US9586620B2,Travel control apparatus for vehicle ,Fuji Jukogyo Kabushiki Kaisha,"Koji Matsuno, Harunobu Horiguchi",2015-03-17,2016-02-17,2017-03-07,2017-03-07,https://patents.google.com/patent/US9586620B2/en
US20160325721A1,"Secondary steering system unit, secondary steering system, vehicle and a method for secondary steering ",Volvo Car Corporation,"Mats Jonasson, Mikael Thor",2015-05-05,2016-04-27,2016-11-10,,https://patents.google.com/patent/US20160325721A1/en
US9731761B1,Steering-wheel control ,"Ford Global Technologies, Llc","Joseph Park, Oliver Nehls, Jan Bremkens, Lodewijk Wijffels, Sergio Codonesu",2016-06-07,2016-06-07,2017-08-15,2017-08-15,https://patents.google.com/patent/US9731761B1/en
US20160132055A1,Travel control apparatus for vehicle ,Fuji Jukogyo Kabushiki Kaisha,"Koji Matsuno, Satoru Akiyama, Takayuki Nagase, Eiichi Shiraishi, Shiro Ezoe, Hajime Oyama, Yasushi TAKASO, Masato Mizoguchi, Harunobu Horiguchi",2014-11-07,2015-11-06,2016-05-12,,https://patents.google.com/patent/US20160132055A1/en
US9550497B2,Apparatus and method for controlling driving mode of vehicle ,"Hyundai Motor Company, Kia Motors Corporation",Byeong Wook Jeon,2014-09-22,2015-07-14,2017-01-24,2017-01-24,https://patents.google.com/patent/US9550497B2/en
